NID,x,y,a,b,dm,st
pickup33,-2.001142779,1.769127037,2.526483045,3.026483045,0.713445691,0.033333333
pickup34,1.11619301,0.381493724,1.667707597,2.167707597,0.704428947,0.033333333
pickup35,0.157240934,1.291812258,2.88808672,3.38808672,0.700088504,0.033333333
pickup36,-1.896018278,2.075812288,2.559871614,3.059871614,0.635999,0.033333333
pickup37,-0.928036884,1.301638709,0.254020238,0.754020238,0.691338878,0.033333333
pickup38,-0.703789519,0.592587378,1.240262263,1.740262263,0.723320137,0.033333333
pickup39,0.593710066,-1.145151666,1.145715954,1.645715954,0.724102544,0.033333333
pickup40,-0.694150724,-1.906586277,1.863189964,2.363189964,0.58412449,0.033333333
pickup41,-1.039813013,-2.486388874,1.636517135,2.136517135,0.600490234,0.033333333
pickup42,1.889807231,0.905288178,2.877381112,3.377381112,0.649415563,0.033333333
pickup43,0.010897634,-0.050091169,2.101069522,2.601069522,0.648602874,0.033333333
pickup44,-0.917339067,2.00975557,3.208055412,3.708055412,0.538872788,0.033333333
pickup45,0.00651609,0.290951464,2.222084659,2.722084659,0.689926577,0.033333333
pickup46,-2.623059275,-0.572256666,0.305212036,0.805212036,0.547510492,0.033333333
pickup47,-0.595399585,-0.452208762,3.195654534,3.695654534,0.604028136,0.033333333
pickup48,0.226069833,0.398035329,0.863533556,1.363533556,0.693107082,0.033333333
pickup49,-0.927549622,1.488341692,0.950100452,1.450100452,0.563967689,0.033333333
pickup50,-0.284913302,-0.439832364,0.24398746,0.74398746,0.586004471,0.033333333
deliver1,-0.094162424,-0.243870488,0.372662788,0.872662788,-0.508888048,0.033333333
deliver2,-1.035790155,-2.247695582,1.342237165,1.842237165,-0.640564727,0.033333333
deliver3,-2.489504435,-0.721241395,1.724328684,2.224328684,-0.507323115,0.033333333
deliver4,2.421208049,-1.067363216,2.52711956,3.02711956,-0.510225124,0.033333333
deliver5,-0.524688519,0.052477173,2.108768824,2.608768824,-0.571401205,0.033333333
deliver6,1.473838183,0.893566688,2.180136224,2.680136224,-0.577266843,0.033333333
deliver7,2.117853036,0.467255772,3.115202508,3.615202508,-0.52057986,0.033333333
deliver8,-2.356917547,-1.626108759,2.244636845,2.744636845,-0.521151688,0.033333333
deliver9,0.104541948,1.841877527,0.539096722,1.039096722,-0.704428844,0.033333333
deliver10,1.630073833,2.059964477,0.522617913,1.022617913,-0.564288503,0.033333333
deliver11,-1.886050448,0.791199043,2.369667391,2.869667391,-0.605148168,0.033333333
deliver12,0.398043876,0.549576931,0.343295651,0.843295651,-0.545521333,0.033333333
deliver13,-0.362071146,0.755606478,3.484207162,3.984207162,-0.725772595,0.033333333
deliver14,0.008348861,2.230559375,2.180267231,2.680267231,-0.587653377,0.033333333
deliver15,0.872664393,0.364847765,3.401960056,3.901960056,-0.717864348,0.033333333
deliver16,0.702853245,-1.514325528,3.281151134,3.781151134,-0.729494445,0.033333333
deliver17,-0.009172869,-0.045216274,3.470196116,3.970196116,-0.634074912,0.033333333
deliver18,-0.80668099,0.237534271,0.555344231,1.055344231,-0.587003023,0.033333333
deliver19,-0.633778416,-0.924802857,0.671195685,1.171195685,-0.690067886,0.033333333
deliver20,-0.632244073,1.952272764,0.219879695,0.719879695,-0.636081462,0.033333333
deliver21,-2.166410151,-1.649428501,0.5345475,1.0345475,-0.628773996,0.033333333
deliver22,1.02912326,-1.850819896,0.425195981,0.925195981,-0.541494289,0.033333333
deliver23,0.214238749,-1.711315813,2.829875918,3.329875918,-0.507629465,0.033333333
deliver24,-0.427962152,-1.238382493,2.986305662,3.486305662,-0.611955999,0.033333333
deliver25,0.722079107,0.503686736,1.300896004,1.800896004,-0.730978269,0.033333333
deliver26,1.03479151,1.488637113,3.03203491,3.53203491,-0.72677449,0.033333333
deliver27,0.002386829,0.511282696,1.580463589,2.080463589,-0.664022086,0.033333333
deliver28,0.354062857,2.886504119,0.603760259,1.103760259,-0.568965666,0.033333333
deliver29,-0.13305744,1.197102611,0.697010051,1.197010051,-0.567959111,0.033333333
deliver30,-1.815407343,-2.071849813,2.094820924,2.594820924,-0.698494912,0.033333333
deliver31,2.529540531,0.376496577,2.352832023,2.852832023,-0.635875902,0.033333333
deliver32,0.717502709,0.460155141,2.400635155,2.900635155,-0.530729868,0.033333333
deliver33,-0.381348708,-1.2600982,2.526483045,3.026483045,-0.713445691,0.033333333
deliver34,-1.854803783,-0.284169501,1.667707597,2.167707597,-0.704428947,0.033333333
deliver35,-0.799083219,0.746176285,2.88808672,3.38808672,-0.700088504,0.033333333
deliver36,1.182497986,0.596433627,2.559871614,3.059871614,-0.635999,0.033333333
deliver37,-0.589766374,-1.999439753,0.254020238,0.754020238,-0.691338878,0.033333333
deliver38,-1.500538052,0.180064197,1.240262263,1.740262263,-0.723320137,0.033333333
deliver39,-0.388567365,2.338000253,1.145715954,1.645715954,-0.724102544,0.033333333
deliver40,0.896599619,-1.149503122,1.863189964,2.363189964,-0.58412449,0.033333333
deliver41,1.481764584,-0.217144697,1.636517135,2.136517135,-0.600490234,0.033333333
deliver42,2.677649243,-0.639179098,2.877381112,3.377381112,-0.649415563,0.033333333
deliver43,1.558887374,-0.12350544,2.101069522,2.601069522,-0.648602874,0.033333333
deliver44,-0.155525614,-0.187711548,3.208055412,3.708055412,-0.538872788,0.033333333
deliver45,-1.976046714,1.7818708,2.222084659,2.722084659,-0.689926577,0.033333333
deliver46,0.344552337,0.23158062,0.305212036,0.805212036,-0.547510492,0.033333333
deliver47,1.83751226,1.253321371,3.195654534,3.695654534,-0.604028136,0.033333333
deliver48,1.889474244,0.017020299,0.863533556,1.363533556,-0.693107082,0.033333333
deliver49,-1.099034451,1.449503658,0.950100452,1.450100452,-0.563967689,0.033333333
deliver50,-2.618128908,-0.050076105,0.24398746,0.74398746,-0.586004471,0.033333333
